Cultivo;Campagna;Provincia;Departamento;"Sup. Sembrada";"Sup. Cosechada";Produccion;Rendimiento
Trigo;1995/96;"BUENOS AIRES";TANDIL;98.000;95.000;266.000;2.800
Trigo;1996/97;"BUENOS AIRES";TANDIL;120.000;117.000;386.100;3.300
Trigo;1997/98;"BUENOS AIRES";TANDIL;107.000;104.500;376.200;3.600
Trigo;1998/99;"BUENOS AIRES";TANDIL;106.000;103.500;290.000;2.802
Trigo;1999/00;"BUENOS AIRES";TANDIL;120.000;116.500;374.000;3.210
Trigo;2000/01;"BUENOS AIRES";TANDIL;127.000;124.000;440.000;3.548
Trigo;2001/02;"BUENOS AIRES";TANDIL;120.000;118.000;350.000;2.966
Trigo;2002/03;"BUENOS AIRES";TANDIL;100.000;94.000;216.200;2.300
Trigo;2003/04;"BUENOS AIRES";TANDIL;107.000;105.200;441.840;4.200
Trigo;2004/05;"BUENOS AIRES";TANDIL;104.000;102.000;397.800;3.900
Trigo;2005/06;"BUENOS AIRES";TANDIL;95.000;94.200;405.060;4.300
Trigo;2006/07;"BUENOS AIRES";TANDIL;95.000;93.500;420.750;4.500
Trigo;2007/08;"BUENOS AIRES";TANDIL;92.000;81.000;202.500;2.500
Trigo;2008/09;"BUENOS AIRES";TANDIL;76.000;75.250;270.900;3.600
Trigo;2009/10;"BUENOS AIRES";TANDIL;60.270;60.000;288.242;4.804
Trigo;2010/11;"BUENOS AIRES";TANDIL;65.500;64.895;341.754;5.266
Trigo;2011/12;"BUENOS AIRES";TANDIL;58.800;58.240;320.245;5.499
Trigo;2012/13;"BUENOS AIRES";TANDIL;23.980;22.980;105.158;4.576
Trigo;2013/14;"BUENOS AIRES";TANDIL;29.600;29.600;154.040;5.204
Trigo;2014/15;"BUENOS AIRES";TANDIL;43.900;42.000;159.360;3.794
Trigo;2015/16;"BUENOS AIRES";TANDIL;18.850;18.335;80.590;4.395
Trigo;2016/17;"BUENOS AIRES";TANDIL;43.400;39.020;148.276;3.800
Trigo;2017/18;"BUENOS AIRES";TANDIL;35.162;35.162;158.229;4.500
Trigo;1980/81;"BUENOS AIRES";TAPALQUE;400;400;500;1.250
Trigo;1981/82;"BUENOS AIRES";TAPALQUE;10.000;10.000;15.000;1.500
Trigo;1982/83;"BUENOS AIRES";TAPALQUE;5.000;5.000;6.000;1.200
Trigo;1983/84;"BUENOS AIRES";TAPALQUE;5.000;5.000;9.000;1.800
Trigo;1984/85;"BUENOS AIRES";TAPALQUE;10.000;10.000;20.000;2.000
Trigo;1985/86;"BUENOS AIRES";TAPALQUE;3.500;1.900;1.900;1.000
Trigo;1986/87;"BUENOS AIRES";TAPALQUE;2.500;2.500;2.700;1.080
Trigo;1987/88;"BUENOS AIRES";TAPALQUE;1.300;1.300;1.900;1.462
Trigo;1988/89;"BUENOS AIRES";TAPALQUE;700;700;1.200;1.714
Trigo;1989/90;"BUENOS AIRES";TAPALQUE;400;400;600;1.500
Trigo;1990/91;"BUENOS AIRES";TAPALQUE;400;400;800;2.000
Trigo;1991/92;"BUENOS AIRES";TAPALQUE;200;200;400;2.000
Trigo;1992/93;"BUENOS AIRES";TAPALQUE;200;200;400;2.000
Trigo;1993/94;"BUENOS AIRES";TAPALQUE;500;500;1.000;2.000
Trigo;1994/95;"BUENOS AIRES";TAPALQUE;500;500;1.400;2.800
Trigo;1995/96;"BUENOS AIRES";TAPALQUE;2.000;2.000;2.600;1.300
Trigo;1996/97;"BUENOS AIRES";TAPALQUE;3.000;3.000;7.800;2.600
Trigo;1997/98;"BUENOS AIRES";TAPALQUE;2.000;2.000;6.600;3.300
Trigo;1998/99;"BUENOS AIRES";TAPALQUE;2.300;2.300;6.000;2.609
Trigo;1999/00;"BUENOS AIRES";TAPALQUE;3.000;3.000;8.500;2.833
Trigo;2000/01;"BUENOS AIRES";TAPALQUE;2.000;2.000;6.000;3.000
Trigo;2001/02;"BUENOS AIRES";TAPALQUE;2.000;2.000;6.000;3.000
Trigo;2002/03;"BUENOS AIRES";TAPALQUE;2.000;2.000;3.600;1.800
Trigo;2003/04;"BUENOS AIRES";TAPALQUE;2.000;2.000;6.000;3.000
Trigo;2004/05;"BUENOS AIRES";TAPALQUE;2.500;2.500;8.250;3.300
Trigo;2005/06;"BUENOS AIRES";TAPALQUE;500;500;1.850;3.700
Trigo;2006/07;"BUENOS AIRES";TAPALQUE;400;400;1.600;4.000
Trigo;2007/08;"BUENOS AIRES";TAPALQUE;300;200;400;2.000
Trigo;2008/09;"BUENOS AIRES";TAPALQUE;250;250;650;2.600
Trigo;2009/10;"BUENOS AIRES";TAPALQUE;200;200;718;3.590
Trigo;2010/11;"BUENOS AIRES";TAPALQUE;200;200;744;3.720
Trigo;2011/12;"BUENOS AIRES";TAPALQUE;500;500;2.100;4.200
Trigo;2012/13;"BUENOS AIRES";TAPALQUE;370;320;896;2.800
Trigo;2013/14;"BUENOS AIRES";TAPALQUE;1.000;1.000;4.000;4.000
Trigo;2014/15;"BUENOS AIRES";TAPALQUE;500;480;1.344;2.800
Trigo;2015/16;"BUENOS AIRES";TAPALQUE;700;700;2.730;3.900
Trigo;2016/17;"BUENOS AIRES";TAPALQUE;1.000;890;3.293;3.700
Trigo;2017/18;"BUENOS AIRES";TAPALQUE;1.500;1.500;6.000;4.000
Trigo;1999/00;"BUENOS AIRES";TIGRE;0;0;0;0
Trigo;1998/99;"BUENOS AIRES";TORDILLO;0;0;0;0
Trigo;1999/00;"BUENOS AIRES";TORDILLO;0;0;0;0
Trigo;2000/01;"BUENOS AIRES";TORDILLO;0;0;0;0
Trigo;2013/14;"BUENOS AIRES";TORDILLO;200;200;740;3.700
Trigo;2014/15;"BUENOS AIRES";TORDILLO;300;300;1.080;3.600
Trigo;1980/81;"BUENOS AIRES";TORNQUIST;124.300;124.300;161.600;1.300
Trigo;1981/82;"BUENOS AIRES";TORNQUIST;130.000;120.000;71.420;595
Trigo;1982/83;"BUENOS AIRES";TORNQUIST;170.100;170.000;323.000;1.900
Trigo;1983/84;"BUENOS AIRES";TORNQUIST;183.000;180.000;247.000;1.372
Trigo;1984/85;"BUENOS AIRES";TORNQUIST;149.800;144.800;280.000;1.934
Trigo;1985/86;"BUENOS AIRES";TORNQUIST;123.000;119.000;210.000;1.765
Trigo;1986/87;"BUENOS AIRES";TORNQUIST;122.000;122.000;167.600;1.374
Trigo;1987/88;"BUENOS AIRES";TORNQUIST;120.000;120.000;184.500;1.538
Trigo;1988/89;"BUENOS AIRES";TORNQUIST;80.000;76.000;90.000;1.184
Trigo;1989/90;"BUENOS AIRES";TORNQUIST;90.000;90.000;180.000;2.000
Trigo;1990/91;"BUENOS AIRES";TORNQUIST;100.000;100.000;130.000;1.300
Trigo;1991/92;"BUENOS AIRES";TORNQUIST;80.000;80.000;144.000;1.800
Trigo;1992/93;"BUENOS AIRES";TORNQUIST;90.200;80.200;128.300;1.600
Trigo;1993/94;"BUENOS AIRES";TORNQUIST;85.200;85.200;161.900;1.900
Trigo;1994/95;"BUENOS AIRES";TORNQUIST;95.200;95.200;142.820;1.500
Trigo;1995/96;"BUENOS AIRES";TORNQUIST;85.100;85.100;93.600;1.100
Trigo;1996/97;"BUENOS AIRES";TORNQUIST;110.550;110.550;154.770;1.400
Trigo;1997/98;"BUENOS AIRES";TORNQUIST;96.000;96.000;268.800;2.800
Trigo;1998/99;"BUENOS AIRES";TORNQUIST;90.800;90.800;150.000;1.652
Trigo;1999/00;"BUENOS AIRES";TORNQUIST;90.800;76.800;86.000;1.120
Trigo;2000/01;"BUENOS AIRES";TORNQUIST;96.000;96.000;203.000;2.115
Trigo;2001/02;"BUENOS AIRES";TORNQUIST;110.800;109.750;253.000;2.305
Trigo;2002/03;"BUENOS AIRES";TORNQUIST;105.000;104.200;220.000;2.111
Trigo;2003/04;"BUENOS AIRES";TORNQUIST;80.800;80.800;105.040;1.300
Trigo;2004/05;"BUENOS AIRES";TORNQUIST;90.800;90.800;199.840;2.201
Trigo;2005/06;"BUENOS AIRES";TORNQUIST;80.800;65.550;52.440;800
Trigo;2006/07;"BUENOS AIRES";TORNQUIST;77.700;77.700;93.100;1.198
Trigo;2007/08;"BUENOS AIRES";TORNQUIST;70.900;70.900;134.710;1.900
Trigo;2008/09;"BUENOS AIRES";TORNQUIST;61.000;51.000;40.800;800
Trigo;2009/10;"BUENOS AIRES";TORNQUIST;36.760;22.800;21.029;922
Trigo;2010/11;"BUENOS AIRES";TORNQUIST;19.750;19.750;42.731;2.164
Trigo;2011/12;"BUENOS AIRES";TORNQUIST;70.600;70.600;154.960;2.195
Trigo;2012/13;"BUENOS AIRES";TORNQUIST;29.840;29.840;80.508;2.698
Trigo;2013/14;"BUENOS AIRES";TORNQUIST;60.600;60.600;139.440;2.301
Trigo;2014/15;"BUENOS AIRES";TORNQUIST;75.600;75.600;196.660;2.601
Trigo;2015/16;"BUENOS AIRES";TORNQUIST;29.250;28.550;85.348;2.989
Trigo;2016/17;"BUENOS AIRES";TORNQUIST;34.200;30.740;86.072;2.800
Trigo;2017/18;"BUENOS AIRES";TORNQUIST;32.760;32.260;96.780;3.000
Trigo;1980/81;"BUENOS AIRES";"TRENQUE LAUQUEN";71.000;48.000;63.000;1.313
Trigo;1981/82;"BUENOS AIRES";"TRENQUE LAUQUEN";66.000;59.000;90.000;1.525
Trigo;1982/83;"BUENOS AIRES";"TRENQUE LAUQUEN";80.300;80.000;170.000;2.125
Trigo;1983/84;"BUENOS AIRES";"TRENQUE LAUQUEN";64.000;61.600;123.040;1.997
Trigo;1984/85;"BUENOS AIRES";"TRENQUE LAUQUEN";54.000;53.600;128.700;2.401
Trigo;1985/86;"BUENOS AIRES";"TRENQUE LAUQUEN";51.500;47.500;69.000;1.453
Trigo;1986/87;"BUENOS AIRES";"TRENQUE LAUQUEN";33.600;32.600;58.300;1.788
Trigo;1987/88;"BUENOS AIRES";"TRENQUE LAUQUEN";17.000;15.500;21.000;1.355
Trigo;1988/89;"BUENOS AIRES";"TRENQUE LAUQUEN";35.000;34.700;72.000;2.075
Trigo;1989/90;"BUENOS AIRES";"TRENQUE LAUQUEN";51.000;51.000;112.200;2.200
Trigo;1990/91;"BUENOS AIRES";"TRENQUE LAUQUEN";56.600;53.600;123.300;2.300
Trigo;1991/92;"BUENOS AIRES";"TRENQUE LAUQUEN";36.000;33.500;67.000;2.000
Trigo;1992/93;"BUENOS AIRES";"TRENQUE LAUQUEN";35.000;28.000;58.800;2.100
Trigo;1993/94;"BUENOS AIRES";"TRENQUE LAUQUEN";37.000;37.000;99.900;2.700
Trigo;1994/95;"BUENOS AIRES";"TRENQUE LAUQUEN";34.700;33.600;87.400;2.601
Trigo;1995/96;"BUENOS AIRES";"TRENQUE LAUQUEN";45.000;45.000;105.800;2.351
Trigo;1996/97;"BUENOS AIRES";"TRENQUE LAUQUEN";66.000;66.000;151.800;2.300
Trigo;1997/98;"BUENOS AIRES";"TRENQUE LAUQUEN";43.000;39.000;117.000;3.000
Trigo;1998/99;"BUENOS AIRES";"TRENQUE LAUQUEN";24.000;24.000;70.000;2.917
Trigo;1999/00;"BUENOS AIRES";"TRENQUE LAUQUEN";28.000;27.650;75.500;2.731
Trigo;2000/01;"BUENOS AIRES";"TRENQUE LAUQUEN";21.500;20.800;60.300;2.899
Trigo;2001/02;"BUENOS AIRES";"TRENQUE LAUQUEN";52.000;46.800;122.000;2.607
Trigo;2002/03;"BUENOS AIRES";"TRENQUE LAUQUEN";46.500;46.500;120.900;2.600
Trigo;2003/04;"BUENOS AIRES";"TRENQUE LAUQUEN";39.785;39.785;115.380;2.900
Trigo;2004/05;"BUENOS AIRES";"TRENQUE LAUQUEN";40.980;40.980;118.840;2.900
Trigo;2005/06;"BUENOS AIRES";"TRENQUE LAUQUEN";22.500;22.500;79.430;3.530
Trigo;2006/07;"BUENOS AIRES";"TRENQUE LAUQUEN";27.200;27.200;95.200;3.500
Trigo;2007/08;"BUENOS AIRES";"TRENQUE LAUQUEN";32.100;32.100;122.030;3.802
Trigo;2008/09;"BUENOS AIRES";"TRENQUE LAUQUEN";30.900;30.900;68.180;2.206
Trigo;2009/10;"BUENOS AIRES";"TRENQUE LAUQUEN";13.890;13.890;28.380;2.043
Trigo;2010/11;"BUENOS AIRES";"TRENQUE LAUQUEN";22.500;22.500;88.230;3.921
Trigo;2011/12;"BUENOS AIRES";"TRENQUE LAUQUEN";35.600;35.600;110.520;3.104
Trigo;2012/13;"BUENOS AIRES";"TRENQUE LAUQUEN";6.800;4.800;9.840;2.050
Trigo;2013/14;"BUENOS AIRES";"TRENQUE LAUQUEN";7.700;7.700;27.050;3.513
Trigo;2014/15;"BUENOS AIRES";"TRENQUE LAUQUEN";49.800;49.800;154.580;3.104
Trigo;2015/16;"BUENOS AIRES";"TRENQUE LAUQUEN";28.400;27.600;91.080;3.300
Trigo;2016/17;"BUENOS AIRES";"TRENQUE LAUQUEN";32.900;29.570;144.893;4.900
Trigo;2017/18;"BUENOS AIRES";"TRENQUE LAUQUEN";28.200;25.780;123.744;4.800
Trigo;1980/81;"BUENOS AIRES";"TRES ARROYOS";173.000;170.000;396.000;2.329
Trigo;1981/82;"BUENOS AIRES";"TRES ARROYOS";215.000;205.000;334.300;1.631
Trigo;1982/83;"BUENOS AIRES";"TRES ARROYOS";250.800;250.800;752.000;2.998
Trigo;1983/84;"BUENOS AIRES";"TRES ARROYOS";274.000;270.000;618.000;2.289
Trigo;1984/85;"BUENOS AIRES";"TRES ARROYOS";224.500;222.500;579.600;2.605
Trigo;1985/86;"BUENOS AIRES";"TRES ARROYOS";200.000;195.000;390.000;2.000
Trigo;1986/87;"BUENOS AIRES";"TRES ARROYOS";193.200;191.200;481.000;2.516
Trigo;1987/88;"BUENOS AIRES";"TRES ARROYOS";185.000;182.900;366.300;2.003
Trigo;1988/89;"BUENOS AIRES";"TRES ARROYOS";173.000;173.000;275.000;1.590
Trigo;1989/90;"BUENOS AIRES";"TRES ARROYOS";185.000;185.000;545.000;2.946
Trigo;1990/91;"BUENOS AIRES";"TRES ARROYOS";210.000;180.300;354.600;1.967
Trigo;1991/92;"BUENOS AIRES";"TRES ARROYOS";175.800;175.800;480.900;2.735
Trigo;1992/93;"BUENOS AIRES";"TRES ARROYOS";167.800;167.800;553.700;3.300
Trigo;1993/94;"BUENOS AIRES";"TRES ARROYOS";145.000;145.000;391.000;2.697
Trigo;1994/95;"BUENOS AIRES";"TRES ARROYOS";165.900;165.900;507.900;3.061
Trigo;1995/96;"BUENOS AIRES";"TRES ARROYOS";180.500;180.000;479.900;2.666
Trigo;1996/97;"BUENOS AIRES";"TRES ARROYOS";236.000;236.000;555.300;2.353
Trigo;1997/98;"BUENOS AIRES";"TRES ARROYOS";211.000;211.000;814.800;3.862
Trigo;1998/99;"BUENOS AIRES";"TRES ARROYOS";215.200;215.200;580.000;2.695
Trigo;1999/00;"BUENOS AIRES";"TRES ARROYOS";230.000;230.000;690.000;3.000
Trigo;2000/01;"BUENOS AIRES";"TRES ARROYOS";252.000;252.000;804.000;3.190
Trigo;2001/02;"BUENOS AIRES";"TRES ARROYOS";241.500;237.000;800.000;3.376
Trigo;2002/03;"BUENOS AIRES";"TRES ARROYOS";240.000;214.000;541.760;2.532
Trigo;2003/04;"BUENOS AIRES";"TRES ARROYOS";252.200;252.200;884.440;3.507
Trigo;2004/05;"BUENOS AIRES";"TRES ARROYOS";265.000;265.000;837.400;3.160
Trigo;2005/06;"BUENOS AIRES";"TRES ARROYOS";235.852;235.852;663.156;2.812
Trigo;2006/07;"BUENOS AIRES";"TRES ARROYOS";228.450;228.450;680.770;2.980
Trigo;2007/08;"BUENOS AIRES";"TRES ARROYOS";213.040;213.040;509.090;2.390
Trigo;2008/09;"BUENOS AIRES";"TRES ARROYOS";194.030;193.550;408.788;2.112
Trigo;2009/10;"BUENOS AIRES";"TRES ARROYOS";192.860;187.460;635.119;3.388
Trigo;2010/11;"BUENOS AIRES";"TRES ARROYOS";164.700;164.700;744.276;4.519
Trigo;2011/12;"BUENOS AIRES";"TRES ARROYOS";142.300;142.300;696.335;4.893
Trigo;2012/13;"BUENOS AIRES";"TRES ARROYOS";63.300;63.300;246.210;3.890
Trigo;2013/14;"BUENOS AIRES";"TRES ARROYOS";115.700;115.700;495.200;4.280
Trigo;2014/15;"BUENOS AIRES";"TRES ARROYOS";129.000;109.040;393.612;3.610
Trigo;2015/16;"BUENOS AIRES";"TRES ARROYOS";68.290;64.290;257.160;4.000
Trigo;2016/17;"BUENOS AIRES";"TRES ARROYOS";114.200;102.660;287.448;2.800
Trigo;2017/18;"BUENOS AIRES";"TRES ARROYOS";105.070;105.070;514.843;4.900
Trigo;1999/00;"BUENOS AIRES";"TRES DE FEBRERO";0;0;0;0
Trigo;1995/96;"BUENOS AIRES";"TRES LOMAS";6.600;6.600;10.600;1.606
Trigo;1996/97;"BUENOS AIRES";"TRES LOMAS";18.000;18.000;41.400;2.300
Trigo;1997/98;"BUENOS AIRES";"TRES LOMAS";12.000;11.700;31.600;2.701
Trigo;1998/99;"BUENOS AIRES";"TRES LOMAS";8.500;8.500;16.500;1.941
Trigo;1999/00;"BUENOS AIRES";"TRES LOMAS";13.500;13.300;18.700;1.406
Trigo;2000/01;"BUENOS AIRES";"TRES LOMAS";10.000;10.000;29.500;2.950
Trigo;2001/02;"BUENOS AIRES";"TRES LOMAS";11.000;4.500;8.000;1.778
Trigo;2002/03;"BUENOS AIRES";"TRES LOMAS";13.000;13.000;28.600;2.200
Trigo;2003/04;"BUENOS AIRES";"TRES LOMAS";7.000;7.000;11.200;1.600
Trigo;2004/05;"BUENOS AIRES";"TRES LOMAS";6.000;6.000;14.400;2.400
Trigo;2005/06;"BUENOS AIRES";"TRES LOMAS";2.800;2.500;5.500;2.200
Trigo;2006/07;"BUENOS AIRES";"TRES LOMAS";3.000;3.000;6.900;2.300
Trigo;2007/08;"BUENOS AIRES";"TRES LOMAS";4.100;4.100;11.030;2.690
Trigo;2008/09;"BUENOS AIRES";"TRES LOMAS";6.600;6.600;15.810;2.395
Trigo;2009/10;"BUENOS AIRES";"TRES LOMAS";4.600;4.600;9.319;2.026
Trigo;2010/11;"BUENOS AIRES";"TRES LOMAS";4.500;4.500;13.012;2.892
Trigo;2011/12;"BUENOS AIRES";"TRES LOMAS";5.100;5.100;14.750;2.892
Trigo;2012/13;"BUENOS AIRES";"TRES LOMAS";3.990;3.990;11.561;2.897
Trigo;2013/14;"BUENOS AIRES";"TRES LOMAS";4.100;4.100;10.650;2.598
Trigo;2014/15;"BUENOS AIRES";"TRES LOMAS";8.100;8.100;21.860;2.699
Trigo;2015/16;"BUENOS AIRES";"TRES LOMAS";5.100;5.000;13.480;2.696
Trigo;2016/17;"BUENOS AIRES";"TRES LOMAS";7.200;6.490;24.562;3.785
Trigo;2017/18;"BUENOS AIRES";"TRES LOMAS";3.100;2.400;5.770;2.404
Trigo;1999/00;"BUENOS AIRES";"VICENTE LOPEZ";0;0;0;0
Trigo;1980/81;"BUENOS AIRES";VILLARINO;118.000;118.000;87.000;737
Trigo;1981/82;"BUENOS AIRES";VILLARINO;120.000;108.000;19.980;185
Trigo;1982/83;"BUENOS AIRES";VILLARINO;203.000;203.000;240.000;1.182
Trigo;1983/84;"BUENOS AIRES";VILLARINO;208.500;207.000;302.936;1.463
Trigo;1984/85;"BUENOS AIRES";VILLARINO;152.500;145.000;290.000;2.000
Trigo;1985/86;"BUENOS AIRES";VILLARINO;126.000;120.000;220.800;1.840
Trigo;1986/87;"BUENOS AIRES";VILLARINO;114.000;112.000;108.000;964
Trigo;1987/88;"BUENOS AIRES";VILLARINO;112.000;112.000;152.000;1.357
Trigo;1988/89;"BUENOS AIRES";VILLARINO;80.000;70.000;77.000;1.100
Trigo;1989/90;"BUENOS AIRES";VILLARINO;100.000;95.000;133.000;1.400
Trigo;1990/91;"BUENOS AIRES";VILLARINO;95.000;95.000;114.000;1.200
Trigo;1991/92;"BUENOS AIRES";VILLARINO;85.000;80.000;104.000;1.300
Trigo;1992/93;"BUENOS AIRES";VILLARINO;89.000;79.000;71.100;900
Trigo;1993/94;"BUENOS AIRES";VILLARINO;90.000;81.000;97.200;1.200
Trigo;1994/95;"BUENOS AIRES";VILLARINO;102.000;102.000;91.800;900
Trigo;1995/96;"BUENOS AIRES";VILLARINO;70.000;29.000;14.500;500
Trigo;1996/97;"BUENOS AIRES";VILLARINO;141.000;140.500;154.550;1.100
Trigo;1997/98;"BUENOS AIRES";VILLARINO;121.300;121.300;225.250;1.857
Trigo;1998/99;"BUENOS AIRES";VILLARINO;104.000;104.000;80.000;769
Trigo;1999/00;"BUENOS AIRES";VILLARINO;101.500;99.700;101.000;1.013
Trigo;2000/01;"BUENOS AIRES";VILLARINO;94.000;94.000;173.000;1.840
Trigo;2001/02;"BUENOS AIRES";VILLARINO;107.300;107.300;210.000;1.957
Trigo;2002/03;"BUENOS AIRES";VILLARINO;110.000;110.000;221.250;2.011
Trigo;2003/04;"BUENOS AIRES";VILLARINO;116.000;116.000;193.420;1.667
Trigo;2004/05;"BUENOS AIRES";VILLARINO;126.500;126.500;289.500;2.289
Trigo;2005/06;"BUENOS AIRES";VILLARINO;72.100;64.750;68.436;1.057
Trigo;2006/07;"BUENOS AIRES";VILLARINO;77.250;77.250;142.295;1.842
Trigo;2007/08;"BUENOS AIRES";VILLARINO;70.400;68.400;118.355;1.730
Trigo;2008/09;"BUENOS AIRES";VILLARINO;71.500;12.900;10.569;819
Trigo;2009/10;"BUENOS AIRES";VILLARINO;57.800;32.780;66.602;2.032
Trigo;2010/11;"BUENOS AIRES";VILLARINO;58.800;56.900;65.143;1.145
Trigo;2011/12;"BUENOS AIRES";VILLARINO;56.640;43.840;51.279;1.170
Trigo;2012/13;"BUENOS AIRES";VILLARINO;40.750;38.100;38.100;1.000
Trigo;2013/14;"BUENOS AIRES";VILLARINO;28.000;28.000;39.200;1.400
Trigo;2014/15;"BUENOS AIRES";VILLARINO;59.000;57.200;91.696;1.603
Trigo;2015/16;"BUENOS AIRES";VILLARINO;19.970;19.330;38.810;2.008
Trigo;2016/17;"BUENOS AIRES";VILLARINO;32.100;28.860;34.632;1.200
Trigo;2017/18;"BUENOS AIRES";VILLARINO;18.180;18.180;27.270;1.500
Trigo;1980/81;"BUENOS AIRES";ZARATE;3.000;3.000;6.500;2.167
Trigo;1981/82;"BUENOS AIRES";ZARATE;4.900;4.900;9.310;1.900
Trigo;1982/83;"BUENOS AIRES";ZARATE;5.000;5.000;10.000;2.000
Trigo;1983/84;"BUENOS AIRES";ZARATE;7.300;7.000;11.900;1.700
Trigo;1984/85;"BUENOS AIRES";ZARATE;7.000;7.000;16.100;2.300
Trigo;1985/86;"BUENOS AIRES";ZARATE;7.000;6.950;11.815;1.700
Trigo;1986/87;"BUENOS AIRES";ZARATE;6.600;6.600;12.600;1.909
Trigo;1987/88;"BUENOS AIRES";ZARATE;6.000;6.000;10.950;1.825
Trigo;1988/89;"BUENOS AIRES";ZARATE;5.000;5.000;9.000;1.800
Trigo;1989/90;"BUENOS AIRES";ZARATE;2.000;2.000;4.800;2.400
Trigo;1990/91;"BUENOS AIRES";ZARATE;3.200;3.200;6.100;1.906
Trigo;1991/92;"BUENOS AIRES";ZARATE;1.200;1.200;2.300;1.917
Trigo;1992/93;"BUENOS AIRES";ZARATE;1.300;1.300;2.900;2.231
Trigo;1993/94;"BUENOS AIRES";ZARATE;1.400;1.400;2.300;1.643
Trigo;1994/95;"BUENOS AIRES";ZARATE;1.500;1.500;4.000;2.667
Trigo;1995/96;"BUENOS AIRES";ZARATE;2.100;2.100;5.300;2.524
Trigo;1996/97;"BUENOS AIRES";ZARATE;12.000;12.000;33.600;2.800
Trigo;1997/98;"BUENOS AIRES";ZARATE;8.000;8.000;18.400;2.300
Trigo;1998/99;"BUENOS AIRES";ZARATE;3.600;3.600;11.000;3.056
Trigo;1999/00;"BUENOS AIRES";ZARATE;4.500;4.500;13.500;3.000
Trigo;2000/01;"BUENOS AIRES";ZARATE;4.000;4.000;8.800;2.200
Trigo;2001/02;"BUENOS AIRES";ZARATE;4.500;4.500;5.400;1.200
Trigo;2002/03;"BUENOS AIRES";ZARATE;2.900;2.900;4.350;1.500
Trigo;2003/04;"BUENOS AIRES";ZARATE;2.500;2.500;6.750;2.700
Trigo;2004/05;"BUENOS AIRES";ZARATE;2.500;2.500;7.500;3.000
Trigo;2005/06;"BUENOS AIRES";ZARATE;2.450;2.450;8.330;3.400
Trigo;2006/07;"BUENOS AIRES";ZARATE;2.650;2.650;9.810;3.702
Trigo;2007/08;"BUENOS AIRES";ZARATE;2.950;2.950;12.100;4.102
Trigo;2008/09;"BUENOS AIRES";ZARATE;2.000;1.900;4.180;2.200
Trigo;2009/10;"BUENOS AIRES";ZARATE;1.430;1.430;6.300;4.406
Trigo;2010/11;"BUENOS AIRES";ZARATE;1.300;1.300;5.504;4.234
Trigo;2011/12;"BUENOS AIRES";ZARATE;1.400;1.400;6.160;4.400
Trigo;2012/13;"BUENOS AIRES";ZARATE;1.320;1.320;3.828;2.900
Trigo;2013/14;"BUENOS AIRES";ZARATE;1.450;1.450;5.800;4.000
Trigo;2014/15;"BUENOS AIRES";ZARATE;1.700;1.650;5.940;3.600
Trigo;2015/16;"BUENOS AIRES";ZARATE;1.700;1.650;6.600;4.000
Trigo;2016/17;"BUENOS AIRES";ZARATE;1.900;1.700;7.480;4.400
Trigo;2017/18;"BUENOS AIRES";ZARATE;1.950;1.950;8.385;4.300
Trigo;1990/91;CATAMARCA;AMBATO;4.000;3.500;4.600;1.314
Trigo;1998/99;CATAMARCA;AMBATO;0;0;0;0
Trigo;1992/93;CATAMARCA;ANCASTI;3.000;3.000;6.000;2.000
Trigo;1998/99;CATAMARCA;ANCASTI;0;0;0;0
Trigo;1998/99;CATAMARCA;ANDALGALA;0;0;0;0
Trigo;1998/99;CATAMARCA;"ANTOFAGASTA DE LA SIERRA";0;0;0;0
Trigo;1980/81;CATAMARCA;BELEN;200;200;150;750
Trigo;1981/82;CATAMARCA;BELEN;175;175;100;571
Trigo;1982/83;CATAMARCA;BELEN;185;185;148;800
Trigo;1983/84;CATAMARCA;BELEN;210;210;210;1.000
Trigo;1984/85;CATAMARCA;BELEN;200;200;240;1.200
Trigo;1985/86;CATAMARCA;BELEN;180;180;242;1.344
Trigo;1986/87;CATAMARCA;BELEN;500;500;650;1.300
Trigo;1987/88;CATAMARCA;BELEN;300;200;130;650
Trigo;1988/89;CATAMARCA;BELEN;350;350;350;1.000
Trigo;1989/90;CATAMARCA;BELEN;300;250;260;1.040
Trigo;1998/99;CATAMARCA;BELEN;0;0;0;0
Trigo;1998/99;CATAMARCA;CAPAYAN;0;0;0;0
Trigo;1998/99;CATAMARCA;CAPITAL;0;0;0;0
Trigo;1993/94;CATAMARCA;"EL ALTO";2.000;1.800;1.600;889
Trigo;1994/95;CATAMARCA;"EL ALTO";3.000;1.500;1.350;900
Trigo;1998/99;CATAMARCA;"EL ALTO";900;900;2.400;2.667
Trigo;2000/01;CATAMARCA;"EL ALTO";15.000;15.000;42.000;2.800
Trigo;2002/03;CATAMARCA;"EL ALTO";4.000;4.000;8.800;2.200
Trigo;2003/04;CATAMARCA;"EL ALTO";3.000;3.000;6.000;2.000
Trigo;2004/05;CATAMARCA;"EL ALTO";11.000;11.000;22.000;2.000
Trigo;2005/06;CATAMARCA;"EL ALTO";8.000;8.000;16.800;2.100
Trigo;2006/07;CATAMARCA;"EL ALTO";7.500;7.500;19.500;2.600
Trigo;2007/08;CATAMARCA;"EL ALTO";9.500;9.500;12.350;1.300
Trigo;2008/09;CATAMARCA;"EL ALTO";2.500;2.500;4.500;1.800
Trigo;2009/10;CATAMARCA;"EL ALTO";1.500;1.500;3.300;2.200
