Cultivo;Campagna;Provincia;Departamento;"Sup. Sembrada";"Sup. Cosechada";Produccion;Rendimiento
Trigo;2009/10;"BUENOS AIRES";AZUL;33.500;33.335;156.172;4.685
Trigo;2010/11;"BUENOS AIRES";AZUL;33.400;33.095;169.140;5.111
Trigo;2011/12;"BUENOS AIRES";AZUL;29.700;29.390;144.150;4.905
Trigo;2012/13;"BUENOS AIRES";AZUL;21.700;19.200;68.910;3.589
Trigo;2013/14;"BUENOS AIRES";AZUL;25.000;25.000;128.675;5.147
Trigo;2014/15;"BUENOS AIRES";AZUL;34.500;32.300;118.910;3.681
Trigo;2015/16;"BUENOS AIRES";AZUL;32.110;31.680;129.711;4.094
Trigo;2016/17;"BUENOS AIRES";AZUL;47.600;42.780;162.564;3.800
Trigo;2017/18;"BUENOS AIRES";AZUL;45.220;45.220;189.924;4.200
Trigo;1980/81;"BUENOS AIRES";"BAHIA BLANCA";55.000;52.000;86.200;1.658
Trigo;1981/82;"BUENOS AIRES";"BAHIA BLANCA";60.000;50.000;30.000;600
Trigo;1982/83;"BUENOS AIRES";"BAHIA BLANCA";83.000;83.000;141.000;1.699
Trigo;1983/84;"BUENOS AIRES";"BAHIA BLANCA";92.000;91.000;139.100;1.529
Trigo;1984/85;"BUENOS AIRES";"BAHIA BLANCA";67.000;66.800;134.000;2.006
Trigo;1985/86;"BUENOS AIRES";"BAHIA BLANCA";66.500;66.200;125.780;1.900
Trigo;1986/87;"BUENOS AIRES";"BAHIA BLANCA";61.000;61.000;71.000;1.164
Trigo;1987/88;"BUENOS AIRES";"BAHIA BLANCA";60.000;60.000;90.000;1.500
Trigo;1988/89;"BUENOS AIRES";"BAHIA BLANCA";40.000;37.000;40.000;1.081
Trigo;1989/90;"BUENOS AIRES";"BAHIA BLANCA";46.000;43.000;55.000;1.279
Trigo;1990/91;"BUENOS AIRES";"BAHIA BLANCA";42.000;42.000;56.700;1.350
Trigo;1991/92;"BUENOS AIRES";"BAHIA BLANCA";38.000;38.000;53.200;1.400
Trigo;1992/93;"BUENOS AIRES";"BAHIA BLANCA";38.000;36.000;72.000;2.000
Trigo;1993/94;"BUENOS AIRES";"BAHIA BLANCA";40.000;40.000;72.000;1.800
Trigo;1994/95;"BUENOS AIRES";"BAHIA BLANCA";42.000;42.000;58.800;1.400
Trigo;1995/96;"BUENOS AIRES";"BAHIA BLANCA";31.500;19.500;7.800;400
Trigo;1996/97;"BUENOS AIRES";"BAHIA BLANCA";65.500;65.500;78.650;1.201
Trigo;1997/98;"BUENOS AIRES";"BAHIA BLANCA";53.500;53.500;112.150;2.096
Trigo;1998/99;"BUENOS AIRES";"BAHIA BLANCA";52.300;52.300;42.000;803
Trigo;1999/00;"BUENOS AIRES";"BAHIA BLANCA";49.400;49.400;58.000;1.174
Trigo;2000/01;"BUENOS AIRES";"BAHIA BLANCA";45.500;45.500;79.000;1.736
Trigo;2001/02;"BUENOS AIRES";"BAHIA BLANCA";52.000;52.000;96.000;1.846
Trigo;2002/03;"BUENOS AIRES";"BAHIA BLANCA";52.000;50.500;85.850;1.700
Trigo;2003/04;"BUENOS AIRES";"BAHIA BLANCA";52.500;42.500;51.050;1.201
Trigo;2004/05;"BUENOS AIRES";"BAHIA BLANCA";57.500;49.500;107.525;2.172
Trigo;2005/06;"BUENOS AIRES";"BAHIA BLANCA";46.500;35.500;22.690;639
Trigo;2006/07;"BUENOS AIRES";"BAHIA BLANCA";39.000;39.000;44.800;1.149
Trigo;2007/08;"BUENOS AIRES";"BAHIA BLANCA";33.700;31.800;58.795;1.849
Trigo;2008/09;"BUENOS AIRES";"BAHIA BLANCA";33.535;15.945;10.684;670
Trigo;2009/10;"BUENOS AIRES";"BAHIA BLANCA";31.980;15.360;10.642;693
Trigo;2010/11;"BUENOS AIRES";"BAHIA BLANCA";20.900;17.300;23.931;1.383
Trigo;2011/12;"BUENOS AIRES";"BAHIA BLANCA";21.800;11.900;12.795;1.075
Trigo;2012/13;"BUENOS AIRES";"BAHIA BLANCA";6.634;6.634;8.624;1.300
Trigo;2013/14;"BUENOS AIRES";"BAHIA BLANCA";16.100;16.100;33.810;2.100
Trigo;2014/15;"BUENOS AIRES";"BAHIA BLANCA";16.000;15.540;26.418;1.700
Trigo;2015/16;"BUENOS AIRES";"BAHIA BLANCA";8.680;8.480;22.048;2.600
Trigo;2016/17;"BUENOS AIRES";"BAHIA BLANCA";16.400;14.740;28.006;1.900
Trigo;2017/18;"BUENOS AIRES";"BAHIA BLANCA";10.940;10.940;19.692;1.800
Trigo;1980/81;"BUENOS AIRES";BALCARCE;31.700;31.700;66.000;2.082
Trigo;1981/82;"BUENOS AIRES";BALCARCE;32.000;31.700;57.000;1.798
Trigo;1982/83;"BUENOS AIRES";BALCARCE;43.000;43.000;133.000;3.093
Trigo;1983/84;"BUENOS AIRES";BALCARCE;48.250;48.000;98.970;2.062
Trigo;1984/85;"BUENOS AIRES";BALCARCE;35.000;34.500;103.500;3.000
Trigo;1985/86;"BUENOS AIRES";BALCARCE;45.000;45.000;90.000;2.000
Trigo;1986/87;"BUENOS AIRES";BALCARCE;45.700;45.700;120.800;2.643
Trigo;1987/88;"BUENOS AIRES";BALCARCE;45.000;45.000;98.000;2.178
Trigo;1988/89;"BUENOS AIRES";BALCARCE;51.800;51.800;181.300;3.500
Trigo;1989/90;"BUENOS AIRES";BALCARCE;48.800;48.800;119.000;2.439
Trigo;1990/91;"BUENOS AIRES";BALCARCE;71.200;64.800;136.100;2.100
Trigo;1991/92;"BUENOS AIRES";BALCARCE;61.550;57.550;132.400;2.301
Trigo;1992/93;"BUENOS AIRES";BALCARCE;55.300;52.500;136.500;2.600
Trigo;1993/94;"BUENOS AIRES";BALCARCE;60.100;57.100;142.700;2.499
Trigo;1994/95;"BUENOS AIRES";BALCARCE;64.500;62.950;177.110;2.814
Trigo;1995/96;"BUENOS AIRES";BALCARCE;63.000;61.000;158.700;2.602
Trigo;1996/97;"BUENOS AIRES";BALCARCE;74.800;72.700;232.470;3.198
Trigo;1997/98;"BUENOS AIRES";BALCARCE;69.000;67.600;247.100;3.655
Trigo;1998/99;"BUENOS AIRES";BALCARCE;79.000;76.200;200.000;2.625
Trigo;1999/00;"BUENOS AIRES";BALCARCE;86.000;83.400;269.000;3.225
Trigo;2000/01;"BUENOS AIRES";BALCARCE;90.000;87.600;300.000;3.425
Trigo;2001/02;"BUENOS AIRES";BALCARCE;91.000;89.200;270.000;3.027
Trigo;2002/03;"BUENOS AIRES";BALCARCE;79.000;76.500;175.260;2.291
Trigo;2003/04;"BUENOS AIRES";BALCARCE;80.500;78.700;330.780;4.203
Trigo;2004/05;"BUENOS AIRES";BALCARCE;80.000;78.350;305.570;3.900
Trigo;2005/06;"BUENOS AIRES";BALCARCE;72.000;71.280;306.500;4.300
Trigo;2006/07;"BUENOS AIRES";BALCARCE;70.600;69.400;303.450;4.372
Trigo;2007/08;"BUENOS AIRES";BALCARCE;70.000;62.600;182.020;2.908
Trigo;2008/09;"BUENOS AIRES";BALCARCE;57.700;57.130;194.580;3.406
Trigo;2009/10;"BUENOS AIRES";BALCARCE;47.550;47.295;204.471;4.323
Trigo;2010/11;"BUENOS AIRES";BALCARCE;40.600;40.020;213.923;5.345
Trigo;2011/12;"BUENOS AIRES";BALCARCE;36.000;35.655;199.178;5.586
Trigo;2012/13;"BUENOS AIRES";BALCARCE;13.430;13.430;59.218;4.409
Trigo;2013/14;"BUENOS AIRES";BALCARCE;16.800;16.800;87.720;5.221
Trigo;2014/15;"BUENOS AIRES";BALCARCE;33.000;31.200;112.020;3.590
Trigo;2015/16;"BUENOS AIRES";BALCARCE;11.175;10.755;51.333;4.773
Trigo;2016/17;"BUENOS AIRES";BALCARCE;40.500;36.400;134.680;3.700
Trigo;2017/18;"BUENOS AIRES";BALCARCE;38.700;38.700;170.280;4.400
Trigo;1980/81;"BUENOS AIRES";BARADERO;15.000;15.000;31.000;2.067
Trigo;1981/82;"BUENOS AIRES";BARADERO;18.000;18.000;37.000;2.056
Trigo;1982/83;"BUENOS AIRES";BARADERO;18.000;18.000;59.400;3.300
Trigo;1983/84;"BUENOS AIRES";BARADERO;17.000;16.700;28.390;1.700
Trigo;1984/85;"BUENOS AIRES";BARADERO;16.000;16.000;33.600;2.100
Trigo;1985/86;"BUENOS AIRES";BARADERO;16.000;15.800;23.700;1.500
Trigo;1986/87;"BUENOS AIRES";BARADERO;14.700;14.700;28.000;1.905
Trigo;1987/88;"BUENOS AIRES";BARADERO;14.000;14.000;25.400;1.814
Trigo;1988/89;"BUENOS AIRES";BARADERO;7.500;7.500;16.500;2.200
Trigo;1989/90;"BUENOS AIRES";BARADERO;5.500;5.500;13.500;2.455
Trigo;1990/91;"BUENOS AIRES";BARADERO;7.200;7.000;12.600;1.800
Trigo;1991/92;"BUENOS AIRES";BARADERO;3.000;2.900;6.100;2.103
Trigo;1992/93;"BUENOS AIRES";BARADERO;3.000;3.000;8.100;2.700
Trigo;1993/94;"BUENOS AIRES";BARADERO;7.800;7.700;13.100;1.701
Trigo;1994/95;"BUENOS AIRES";BARADERO;7.400;7.400;22.200;3.000
Trigo;1995/96;"BUENOS AIRES";BARADERO;8.700;8.700;25.700;2.954
Trigo;1996/97;"BUENOS AIRES";BARADERO;24.500;24.500;49.000;2.000
Trigo;1997/98;"BUENOS AIRES";BARADERO;17.000;17.000;45.900;2.700
Trigo;1998/99;"BUENOS AIRES";BARADERO;12.500;12.500;39.000;3.120
Trigo;1999/00;"BUENOS AIRES";BARADERO;13.500;13.500;41.000;3.037
Trigo;2000/01;"BUENOS AIRES";BARADERO;13.000;13.000;27.300;2.100
Trigo;2001/02;"BUENOS AIRES";BARADERO;14.500;14.500;22.000;1.517
Trigo;2002/03;"BUENOS AIRES";BARADERO;10.000;10.000;15.000;1.500
Trigo;2003/04;"BUENOS AIRES";BARADERO;8.150;8.150;24.450;3.000
Trigo;2004/05;"BUENOS AIRES";BARADERO;7.900;7.900;23.700;3.000
Trigo;2005/06;"BUENOS AIRES";BARADERO;7.700;7.700;25.410;3.300
Trigo;2006/07;"BUENOS AIRES";BARADERO;12.850;12.850;47.550;3.700
Trigo;2007/08;"BUENOS AIRES";BARADERO;13.100;13.100;55.020;4.200
Trigo;2008/09;"BUENOS AIRES";BARADERO;9.150;8.650;14.705;1.700
Trigo;2009/10;"BUENOS AIRES";BARADERO;4.700;4.700;19.660;4.183
Trigo;2010/11;"BUENOS AIRES";BARADERO;4.100;4.100;17.783;4.337
Trigo;2011/12;"BUENOS AIRES";BARADERO;4.350;4.350;19.140;4.400
Trigo;2012/13;"BUENOS AIRES";BARADERO;3.600;3.600;10.440;2.900
Trigo;2013/14;"BUENOS AIRES";BARADERO;3.950;3.950;15.800;4.000
Trigo;2014/15;"BUENOS AIRES";BARADERO;5.100;5.000;17.500;3.500
Trigo;2015/16;"BUENOS AIRES";BARADERO;4.750;4.400;18.040;4.100
Trigo;2016/17;"BUENOS AIRES";BARADERO;13.500;12.130;52.159;4.300
Trigo;2017/18;"BUENOS AIRES";BARADERO;20.040;20.040;86.172;4.300
Trigo;1980/81;"BUENOS AIRES";"BENITO JUAREZ";26.000;26.000;42.000;1.615
Trigo;1981/82;"BUENOS AIRES";"BENITO JUAREZ";60.000;55.000;71.500;1.300
Trigo;1982/83;"BUENOS AIRES";"BENITO JUAREZ";60.000;60.000;150.000;2.500
Trigo;1983/84;"BUENOS AIRES";"BENITO JUAREZ";60.000;60.000;126.000;2.100
Trigo;1984/85;"BUENOS AIRES";"BENITO JUAREZ";45.000;45.000;135.000;3.000
Trigo;1985/86;"BUENOS AIRES";"BENITO JUAREZ";65.000;61.000;85.000;1.393
Trigo;1986/87;"BUENOS AIRES";"BENITO JUAREZ";56.000;56.000;112.600;2.011
Trigo;1987/88;"BUENOS AIRES";"BENITO JUAREZ";55.000;55.000;104.500;1.900
Trigo;1988/89;"BUENOS AIRES";"BENITO JUAREZ";50.000;50.000;85.000;1.700
Trigo;1989/90;"BUENOS AIRES";"BENITO JUAREZ";50.000;47.000;90.000;1.915
Trigo;1990/91;"BUENOS AIRES";"BENITO JUAREZ";41.000;32.800;62.400;1.902
Trigo;1991/92;"BUENOS AIRES";"BENITO JUAREZ";36.200;34.400;82.500;2.398
Trigo;1992/93;"BUENOS AIRES";"BENITO JUAREZ";33.200;31.500;75.800;2.406
Trigo;1993/94;"BUENOS AIRES";"BENITO JUAREZ";32.100;29.580;65.100;2.201
Trigo;1994/95;"BUENOS AIRES";"BENITO JUAREZ";32.000;31.000;80.600;2.600
Trigo;1995/96;"BUENOS AIRES";"BENITO JUAREZ";40.000;39.000;93.600;2.400
Trigo;1996/97;"BUENOS AIRES";"BENITO JUAREZ";59.800;58.300;151.600;2.600
Trigo;1997/98;"BUENOS AIRES";"BENITO JUAREZ";51.500;50.440;161.630;3.204
Trigo;1998/99;"BUENOS AIRES";"BENITO JUAREZ";42.800;41.500;100.000;2.410
Trigo;1999/00;"BUENOS AIRES";"BENITO JUAREZ";48.300;46.300;136.200;2.942
Trigo;2000/01;"BUENOS AIRES";"BENITO JUAREZ";52.500;51.090;163.000;3.190
Trigo;2001/02;"BUENOS AIRES";"BENITO JUAREZ";49.000;48.100;138.000;2.869
Trigo;2002/03;"BUENOS AIRES";"BENITO JUAREZ";43.000;40.500;87.080;2.150
Trigo;2003/04;"BUENOS AIRES";"BENITO JUAREZ";52.000;51.300;205.200;4.000
Trigo;2004/05;"BUENOS AIRES";"BENITO JUAREZ";49.000;48.000;177.600;3.700
Trigo;2005/06;"BUENOS AIRES";"BENITO JUAREZ";45.000;44.550;160.380;3.600
Trigo;2006/07;"BUENOS AIRES";"BENITO JUAREZ";45.000;44.200;167.960;3.800
Trigo;2007/08;"BUENOS AIRES";"BENITO JUAREZ";44.000;37.000;66.600;1.800
Trigo;2008/09;"BUENOS AIRES";"BENITO JUAREZ";39.100;38.695;112.230;2.900
Trigo;2009/10;"BUENOS AIRES";"BENITO JUAREZ";30.650;30.490;114.709;3.762
Trigo;2010/11;"BUENOS AIRES";"BENITO JUAREZ";34.000;33.700;168.792;5.009
Trigo;2011/12;"BUENOS AIRES";"BENITO JUAREZ";30.000;29.700;157.410;5.300
Trigo;2012/13;"BUENOS AIRES";"BENITO JUAREZ";4.285;1.285;4.883;3.800
Trigo;2013/14;"BUENOS AIRES";"BENITO JUAREZ";7.000;7.000;36.400;5.200
Trigo;2014/15;"BUENOS AIRES";"BENITO JUAREZ";17.700;14.900;53.640;3.600
Trigo;2015/16;"BUENOS AIRES";"BENITO JUAREZ";26.080;25.680;100.152;3.900
Trigo;2016/17;"BUENOS AIRES";"BENITO JUAREZ";31.200;28.040;95.336;3.400
Trigo;2017/18;"BUENOS AIRES";"BENITO JUAREZ";29.880;29.880;125.496;4.200
Trigo;1980/81;"BUENOS AIRES";BERAZATEGUI;100;0;0;0
Trigo;1999/00;"BUENOS AIRES";BERAZATEGUI;0;0;0;0
Trigo;1999/00;"BUENOS AIRES";BERISSO;0;0;0;0
Trigo;1980/81;"BUENOS AIRES";BOLIVAR;49.800;45.000;76.000;1.689
Trigo;1981/82;"BUENOS AIRES";BOLIVAR;58.000;56.000;105.000;1.875
Trigo;1982/83;"BUENOS AIRES";BOLIVAR;55.600;55.000;137.500;2.500
Trigo;1983/84;"BUENOS AIRES";BOLIVAR;60.000;59.000;112.000;1.898
Trigo;1984/85;"BUENOS AIRES";BOLIVAR;33.000;32.500;78.000;2.400
Trigo;1985/86;"BUENOS AIRES";BOLIVAR;56.000;30.250;27.200;899
Trigo;1986/87;"BUENOS AIRES";BOLIVAR;21.900;20.900;34.300;1.641
Trigo;1987/88;"BUENOS AIRES";BOLIVAR;7.000;7.000;10.200;1.457
Trigo;1988/89;"BUENOS AIRES";BOLIVAR;33.000;33.000;62.000;1.879
Trigo;1989/90;"BUENOS AIRES";BOLIVAR;35.000;35.000;63.000;1.800
Trigo;1990/91;"BUENOS AIRES";BOLIVAR;51.000;51.000;117.300;2.300
Trigo;1991/92;"BUENOS AIRES";BOLIVAR;36.000;16.000;32.000;2.000
Trigo;1992/93;"BUENOS AIRES";BOLIVAR;14.700;14.400;34.600;2.403
Trigo;1993/94;"BUENOS AIRES";BOLIVAR;7.500;7.500;16.500;2.200
Trigo;1994/95;"BUENOS AIRES";BOLIVAR;20.000;20.000;58.000;2.900
Trigo;1995/96;"BUENOS AIRES";BOLIVAR;31.000;30.500;53.400;1.751
Trigo;1996/97;"BUENOS AIRES";BOLIVAR;62.000;61.800;170.000;2.751
Trigo;1997/98;"BUENOS AIRES";BOLIVAR;38.000;37.600;124.100;3.301
Trigo;1998/99;"BUENOS AIRES";BOLIVAR;6.800;6.800;20.000;2.941
Trigo;1999/00;"BUENOS AIRES";BOLIVAR;28.000;28.000;76.000;2.714
Trigo;2000/01;"BUENOS AIRES";BOLIVAR;15.000;13.500;39.200;2.904
Trigo;2001/02;"BUENOS AIRES";BOLIVAR;8.000;6.800;17.000;2.500
Trigo;2002/03;"BUENOS AIRES";BOLIVAR;15.000;13.900;23.630;1.700
Trigo;2003/04;"BUENOS AIRES";BOLIVAR;12.000;11.700;35.100;3.000
Trigo;2004/05;"BUENOS AIRES";BOLIVAR;17.000;17.000;54.400;3.200
Trigo;2005/06;"BUENOS AIRES";BOLIVAR;30.000;30.000;114.000;3.800
Trigo;2006/07;"BUENOS AIRES";BOLIVAR;26.000;25.300;103.730;4.100
Trigo;2007/08;"BUENOS AIRES";BOLIVAR;20.000;19.000;47.500;2.500
Trigo;2008/09;"BUENOS AIRES";BOLIVAR;17.000;17.000;56.100;3.300
Trigo;2009/10;"BUENOS AIRES";BOLIVAR;14.810;14.810;51.432;3.473
Trigo;2010/11;"BUENOS AIRES";BOLIVAR;14.500;14.500;58.400;4.028
Trigo;2011/12;"BUENOS AIRES";BOLIVAR;15.000;15.000;63.000;4.200
Trigo;2012/13;"BUENOS AIRES";BOLIVAR;12.300;10.300;30.900;3.000
Trigo;2013/14;"BUENOS AIRES";BOLIVAR;15.000;15.000;60.000;4.000
Trigo;2014/15;"BUENOS AIRES";BOLIVAR;10.000;9.680;27.104;2.800
Trigo;2015/16;"BUENOS AIRES";BOLIVAR;15.000;15.000;58.500;3.900
Trigo;2016/17;"BUENOS AIRES";BOLIVAR;20.000;17.970;79.068;4.400
Trigo;2017/18;"BUENOS AIRES";BOLIVAR;16.000;16.000;48.000;3.000
Trigo;1980/81;"BUENOS AIRES";BRAGADO;28.000;28.000;70.500;2.518
Trigo;1981/82;"BUENOS AIRES";BRAGADO;32.000;32.000;65.000;2.031
Trigo;1982/83;"BUENOS AIRES";BRAGADO;45.000;45.000;94.500;2.100
Trigo;1983/84;"BUENOS AIRES";BRAGADO;40.000;40.000;104.000;2.600
Trigo;1984/85;"BUENOS AIRES";BRAGADO;36.000;36.000;93.600;2.600
Trigo;1985/86;"BUENOS AIRES";BRAGADO;35.000;29.700;41.600;1.401
Trigo;1986/87;"BUENOS AIRES";BRAGADO;31.000;31.000;63.000;2.032
Trigo;1987/88;"BUENOS AIRES";BRAGADO;15.000;14.800;29.500;1.993
Trigo;1988/89;"BUENOS AIRES";BRAGADO;20.000;20.000;44.000;2.200
Trigo;1989/90;"BUENOS AIRES";BRAGADO;22.000;22.000;51.000;2.318
Trigo;1990/91;"BUENOS AIRES";BRAGADO;35.000;35.000;101.500;2.900
Trigo;1991/92;"BUENOS AIRES";BRAGADO;23.000;23.000;64.400;2.800
Trigo;1992/93;"BUENOS AIRES";BRAGADO;26.000;26.000;75.400;2.900
Trigo;1993/94;"BUENOS AIRES";BRAGADO;35.000;33.500;77.100;2.301
Trigo;1994/95;"BUENOS AIRES";BRAGADO;37.500;37.200;122.800;3.301
Trigo;1995/96;"BUENOS AIRES";BRAGADO;34.000;32.800;105.000;3.201
Trigo;1996/97;"BUENOS AIRES";BRAGADO;47.000;46.900;173.500;3.699
Trigo;1997/98;"BUENOS AIRES";BRAGADO;44.000;43.200;142.600;3.301
Trigo;1998/99;"BUENOS AIRES";BRAGADO;30.000;30.000;111.000;3.700
Trigo;1999/00;"BUENOS AIRES";BRAGADO;36.000;36.000;130.500;3.625
Trigo;2000/01;"BUENOS AIRES";BRAGADO;30.000;30.000;90.000;3.000
Trigo;2001/02;"BUENOS AIRES";BRAGADO;26.000;23.000;46.000;2.000
Trigo;2002/03;"BUENOS AIRES";BRAGADO;20.000;17.900;42.960;2.400
Trigo;2003/04;"BUENOS AIRES";BRAGADO;15.000;13.500;47.250;3.500
Trigo;2004/05;"BUENOS AIRES";BRAGADO;25.000;25.000;100.000;4.000
Trigo;2005/06;"BUENOS AIRES";BRAGADO;22.000;22.000;88.000;4.000
Trigo;2006/07;"BUENOS AIRES";BRAGADO;21.500;21.500;88.150;4.100
Trigo;2007/08;"BUENOS AIRES";BRAGADO;20.500;20.500;65.600;3.200
Trigo;2008/09;"BUENOS AIRES";BRAGADO;16.000;16.000;44.800;2.800
Trigo;2009/10;"BUENOS AIRES";BRAGADO;9.420;9.420;35.840;3.805
Trigo;2010/11;"BUENOS AIRES";BRAGADO;19.100;19.100;98.620;5.163
Trigo;2011/12;"BUENOS AIRES";BRAGADO;15.000;15.000;70.500;4.700
Trigo;2012/13;"BUENOS AIRES";BRAGADO;16.000;15.350;46.050;3.000
Trigo;2013/14;"BUENOS AIRES";BRAGADO;5.000;5.000;20.000;4.000
Trigo;2014/15;"BUENOS AIRES";BRAGADO;4.000;3.800;15.580;4.100
Trigo;2015/16;"BUENOS AIRES";BRAGADO;8.240;7.440;29.760;4.000
Trigo;2016/17;"BUENOS AIRES";BRAGADO;25.400;22.830;95.886;4.200
Trigo;2017/18;"BUENOS AIRES";BRAGADO;25.849;25.849;129.245;5.000
Trigo;1980/81;"BUENOS AIRES";BRANDSEN;40;40;70;1.750
Trigo;1981/82;"BUENOS AIRES";BRANDSEN;100;100;200;2.000
Trigo;1982/83;"BUENOS AIRES";BRANDSEN;80;80;140;1.750
Trigo;1983/84;"BUENOS AIRES";BRANDSEN;50;50;85;1.700
Trigo;1984/85;"BUENOS AIRES";BRANDSEN;80;80;140;1.750
Trigo;1985/86;"BUENOS AIRES";BRANDSEN;70;70;105;1.500
Trigo;1986/87;"BUENOS AIRES";BRANDSEN;50;50;90;1.800
Trigo;1987/88;"BUENOS AIRES";BRANDSEN;50;50;90;1.800
Trigo;1988/89;"BUENOS AIRES";BRANDSEN;50;50;90;1.800
Trigo;1998/99;"BUENOS AIRES";BRANDSEN;0;0;0;0
Trigo;1999/00;"BUENOS AIRES";BRANDSEN;0;0;0;0
Trigo;2014/15;"BUENOS AIRES";BRANDSEN;1.100;1.100;3.850;3.500
Trigo;2015/16;"BUENOS AIRES";BRANDSEN;878;790;2.210;2.797
Trigo;2016/17;"BUENOS AIRES";BRANDSEN;700;620;2.418;3.900
Trigo;2017/18;"BUENOS AIRES";BRANDSEN;400;400;1.920;4.800
Trigo;1980/81;"BUENOS AIRES";CAMPANA;950;950;1.900;2.000
Trigo;1981/82;"BUENOS AIRES";CAMPANA;600;600;1.200;2.000
Trigo;1982/83;"BUENOS AIRES";CAMPANA;520;520;1.090;2.096
Trigo;1983/84;"BUENOS AIRES";CAMPANA;1.600;1.500;2.700;1.800
Trigo;1984/85;"BUENOS AIRES";CAMPANA;2.000;2.000;4.000;2.000
Trigo;1985/86;"BUENOS AIRES";CAMPANA;1.000;1.000;1.000;1.000
Trigo;1986/87;"BUENOS AIRES";CAMPANA;2.000;2.000;3.600;1.800
Trigo;1987/88;"BUENOS AIRES";CAMPANA;1.800;1.800;2.800;1.556
Trigo;1988/89;"BUENOS AIRES";CAMPANA;1.000;1.000;1.500;1.500
Trigo;1989/90;"BUENOS AIRES";CAMPANA;300;300;650;2.167
Trigo;1990/91;"BUENOS AIRES";CAMPANA;700;700;1.300;1.857
Trigo;1991/92;"BUENOS AIRES";CAMPANA;300;300;600;2.000
Trigo;1992/93;"BUENOS AIRES";CAMPANA;400;400;900;2.250
Trigo;1993/94;"BUENOS AIRES";CAMPANA;200;200;300;1.500
Trigo;1994/95;"BUENOS AIRES";CAMPANA;200;200;500;2.500
Trigo;1995/96;"BUENOS AIRES";CAMPANA;500;500;1.300;2.600
Trigo;1996/97;"BUENOS AIRES";CAMPANA;700;700;2.000;2.857
Trigo;1997/98;"BUENOS AIRES";CAMPANA;500;500;1.100;2.200
Trigo;1998/99;"BUENOS AIRES";CAMPANA;400;400;1.100;2.750
Trigo;1999/00;"BUENOS AIRES";CAMPANA;500;500;1.400;2.800
Trigo;2000/01;"BUENOS AIRES";CAMPANA;400;400;920;2.300
Trigo;2001/02;"BUENOS AIRES";CAMPANA;600;600;700;1.167
Trigo;2002/03;"BUENOS AIRES";CAMPANA;500;500;750;1.500
Trigo;2003/04;"BUENOS AIRES";CAMPANA;600;600;1.680;2.800
Trigo;2004/05;"BUENOS AIRES";CAMPANA;700;700;2.100;3.000
Trigo;2005/06;"BUENOS AIRES";CAMPANA;700;700;2.310;3.300
Trigo;2006/07;"BUENOS AIRES";CAMPANA;850;850;3.060;3.600
Trigo;2007/08;"BUENOS AIRES";CAMPANA;1.200;1.200;4.920;4.100
Trigo;2008/09;"BUENOS AIRES";CAMPANA;850;700;1.330;1.900
Trigo;2009/10;"BUENOS AIRES";CAMPANA;660;660;2.849;4.317
Trigo;2010/11;"BUENOS AIRES";CAMPANA;650;650;2.752;4.234
Trigo;2011/12;"BUENOS AIRES";CAMPANA;800;800;3.520;4.400
Trigo;2012/13;"BUENOS AIRES";CAMPANA;1.000;1.000;3.000;3.000
Trigo;2013/14;"BUENOS AIRES";CAMPANA;1.000;1.000;4.100;4.100
Trigo;2014/15;"BUENOS AIRES";CAMPANA;1.300;1.200;4.080;3.400
Trigo;2015/16;"BUENOS AIRES";CAMPANA;2.450;2.300;9.660;4.200
Trigo;2016/17;"BUENOS AIRES";CAMPANA;2.800;2.510;11.044;4.400
Trigo;2017/18;"BUENOS AIRES";CAMPANA;2.800;2.800;12.320;4.400
Trigo;1980/81;"BUENOS AIRES";CANUELAS;800;800;1.060;1.325
Trigo;1981/82;"BUENOS AIRES";CANUELAS;1.400;1.300;2.300;1.769
Trigo;1982/83;"BUENOS AIRES";CANUELAS;2.500;2.500;4.500;1.800
Trigo;1983/84;"BUENOS AIRES";CANUELAS;4.000;4.000;11.200;2.800
Trigo;1984/85;"BUENOS AIRES";CANUELAS;3.000;3.000;7.500;2.500
Trigo;1985/86;"BUENOS AIRES";CANUELAS;3.000;2.600;2.600;1.000
Trigo;1986/87;"BUENOS AIRES";CANUELAS;3.300;3.300;7.500;2.273
Trigo;1987/88;"BUENOS AIRES";CANUELAS;3.200;3.200;6.700;2.094
Trigo;1988/89;"BUENOS AIRES";CANUELAS;4.000;4.000;8.000;2.000
Trigo;1990/91;"BUENOS AIRES";CANUELAS;4.100;4.100;7.800;1.902
Trigo;1991/92;"BUENOS AIRES";CANUELAS;2.200;2.200;4.800;2.182
Trigo;1992/93;"BUENOS AIRES";CANUELAS;1.800;1.800;4.300;2.389
Trigo;1993/94;"BUENOS AIRES";CANUELAS;900;900;1.400;1.556
Trigo;1994/95;"BUENOS AIRES";CANUELAS;5.000;5.000;15.000;3.000
Trigo;1995/96;"BUENOS AIRES";CANUELAS;5.000;5.000;11.500;2.300
Trigo;1996/97;"BUENOS AIRES";CANUELAS;7.000;7.000;23.100;3.300
Trigo;1997/98;"BUENOS AIRES";CANUELAS;4.900;4.900;11.800;2.408
Trigo;1998/99;"BUENOS AIRES";CANUELAS;3.300;3.300;11.000;3.333
Trigo;1999/00;"BUENOS AIRES";CANUELAS;4.500;4.500;14.000;3.111
Trigo;2000/01;"BUENOS AIRES";CANUELAS;3.500;3.220;8.700;2.702
